"code","동","구","집세","청년남자비율","청년여자비율","범죄안전","교통안전","편의시설","쇼핑시설","외식시설","대중교통","체육시설"
1103066,"이태원2동","용산구",54.4357565814926,51.617847439884,56.0198478293613,51.9490030518355,57.1804079298227,35.1946945712748,41.9453206280896,58.0750889938143,39.8515609020663,46.2643802601228
1101064,"이화동","종로구",47.02319765173,65.2375287384047,79.2566565797289,53.7575592674193,66.1593434903796,45.3023640992929,45.8081047973983,57.6390609257186,30.4152929688998,67.7508706282963
1109075,"인수동","강북구",36.1861566246709,40.8835176273782,35.834215764638,45.3720029376204,43.6591873209841,35.3280411349689,49.6708889667069,43.9768481253848,39.8515609020663,42.1993685688468
1121062,"인헌동","관악구",41.5834780645252,78.2165968290745,73.2420960377963,46.7445356714406,44.6098981450431,35.5947342623572,49.6708889667069,46.5203451892767,68.1603647015657,49.458318017554
1123073,"일원1동","강남구",46.5283330651589,52.7410391440426,49.185448730283,54.7328679429705,49.1521831933248,43.4355122075745,42.5891179896411,40.9973229933971,68.1603647015657,45.393306326278
1123074,"일원2동","강남구",69.3950917168262,46.9283452242633,43.9818136689091,56.9182025135738,49.8916249453706,44.9023244082104,40.1748778838232,36.2736855890263,105.905436434232,37.8439988996224
1123072,"일원본동","강남구",65.3597813924072,30.8086791847862,36.183202023022,53.6011533000266,46.6169543291675,31.9943770426147,41.6234219473139,36.8550563464874,68.1603647015657,37.8439988996224
1105064,"자양1동","광진구",56.8564913833952,61.1909671558523,64.2906135068747,47.4555566356997,45.7718780411151,32.1277236063088,48.7051929243797,47.828429393564,39.8515609020663,50.3293919513989
1105065,"자양2동","광진구",58.3287541439971,53.2973796336711,51.7640499659507,47.4910879505265,45.2437053610824,44.2355915897395,44.0376620531318,40.4886235806187,39.8515609020663,43.0704425026916
1105066,"자양3동","광진구",58.5928681392128,44.4574235181791,51.8924976744899,47.599373836647,45.1380708250758,34.6613083164981,54.3384198379548,55.4589205852398,39.8515609020663,54.1040456647266
1105067,"자양4동","광진구",58.2860820073537,54.1431877254724,49.6175636980493,48.0895406357234,44.7155326810496,43.1688190801862,63.6734815804507,59.3831731981016,39.8515609020663,62.2340690472788
1124079,"잠실2동","송파구",47.9152162154768,19.33261577923,41.3316707853929,47.891151372144,44.2929945370234,44.9023244082104,45.6471554570104,40.8519803040318,77.5966326347321,44.2318744144848
1124080,"잠실3동","송파구",47.9152162154768,32.9857668563057,47.7558425968828,47.7105876204989,44.39862907303,44.2355915897395,50.1537369878705,48.991170908486,77.5966326347321,44.5222323924331
1124075,"잠실4동","송파구",69.3665282501905,43.0184766084429,56.7585513798124,48.8398154202102,45.0324362890693,57.5435786464176,39.3701311818839,34.1662165932302,58.7240967683992,34.9404191201395
